,category,subclass_1,subclass_2
stir-fried chicken and paprika,Side dish_stir_fried_main,Main side dish,
stir-fried pork and Mapa tofu,Side dish_stir_fried_main,Main side dish,
stir-fried shrimp in oyster sauce,Side dish_stir_fried_main,Main side dish,Dinner
stir-fried spicy jukkumi,Side dish_stir_fried_main,Main side dish,
spicy stir-fried octopus and vegetables,Side dish_stir_fried_main,Main side dish,
stir-fried octopus,Side dish_stir_fried_main,Main side dish,Dinner
stir-fried beef in red chilli paste,Side dish_stir_fried_main,Main side dish,
stir-fried beef,Side dish_stir_fried_main,Main side dish,Lunch or dinner
stir-fried beef and zucchini,Side dish_stir_fried_main,Main side dish,Dinner
stir-fried chicken and zucchini,Side dish_stir_fried_main,Main side dish,Lunch
stir-fried pork and kimchi,Side dish_stir_fried_main,Main side dish,
mild stir-fried pork and kimchi,Side dish_stir_fried_main,Main side dish,Dinner
stir-fried chicken,Side dish_stir_fried_main,Main side dish,Dinner
stir-fried pork in black soy,Side dish_stir_fried_main,Main side dish,
stir-fried pork in black soy,Side dish_stir_fried_main,Main side dish,Dinner
stir-fried pork and chive,Side dish_stir_fried_main,Main side dish,Lunch
stir-fried pork and fried fish paste,Side dish_stir_fried_main,Main side dish,Lunch or dinner
stir-fried chicken in black soy,Side dish_stir_fried_main,Main side dish,Lunch or dinner
stir-fried pork sirloin and paprika,Side dish_stir_fried_main,Main side dish,
stir-fried beef and daikon,Side dish_stir_fried_main,Main side dish,
stir-fried beef and cucumber,Side dish_stir_fried_main,Main side dish,Lunch or dinner
stir-fried beef and garlic stem,Side dish_stir_fried_main,Main side dish,
stir-fried pork and garlic stem,Side dish_stir_fried_main,Main side dish,Dinner
stir-fried beef and Yangsongyi mushroom,Side dish_stir_fried_main,Main side dish,
stir-fried beef in black soy,Side dish_stir_fried_main,Main side dish,
stir-fried beef and paprika,Side dish_stir_fried_main,Main side dish,
spicy barbequed pork belly and cuttlefish,Side dish_stir_fried_main,Main side dish,
stir-fried seafood and vegetables,Side dish_stir_fried_main,Main side dish,
stir-fried potato and ham,Side dish_stir_fried_sub,Sub side dish,
stir-fried potato and paprika,Side dish_stir_fried_sub,Sub side dish,
stir-fried potato,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried potato and carrot,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried dried chwinamul in soy sauce,Side dish_stir_fried_sub,Sub side dish,
stir-fried dried sea lettuce,Side dish_stir_fried_sub,Sub side dish,
stir-fried soft crab and winter mushroom,Side dish_stir_fried_sub,Sub side dish,
stir-fried soft crab and paprika,Side dish_stir_fried_sub,Sub side dish,
stir-fried soft crab and paprika,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried soft crab and vegetables,Side dish_stir_fried_sub,Sub side dish,Lunch
salted sea lettuce,Side dish_stir_fried_sub,Sub side dish,
salted dried sea lettuce,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried salted seaweed,Side dish_stir_fried_sub,Sub side dish,
stir-fried kimchi,Side dish_stir_fried_sub,Sub side dish,
stir-fried mushroom and chive,Side dish_stir_fried_sub,Sub side dish,
stir-fried mini-Saesongyi mushroom,Side dish_stir_fried_sub,Sub side dish,
stir-fried Saesongyi mushroom and spinach,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried oyster mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried oyster mushroom and vegetables,Side dish_stir_fried_sub,Sub side dish,
stir-fried oyster mushroom and onion,Side dish_stir_fried_sub,Sub side dish,
stir-fried oyster mushroom and paprika,Side dish_stir_fried_sub,Sub side dish,
stir-fried mushroom and vegetables,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried carrot and sweet potato,Side dish_stir_fried_sub,Sub side dish,
stir-fried carrot and green bean sprout in oyster sauce,Side dish_stir_fried_sub,Sub side dish,
stir-fried carrot and onion,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried paprika and onion,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried dried shrimp and zucchini,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried cabbage and dried shrimp,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried soft crab and carrot,Side dish_stir_fried_sub,Sub side dish,
stir-fried broccoli and soft crab,Side dish_stir_fried_sub,Sub side dish,
stir-fried winter mushroom and soft crab,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried soft crab and vegetables,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried anchovy and deep-fried seaweed,Side dish_stir_fried_sub,Sub side dish,
stir-fried baby anchovy,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried anchovy,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried baby anchovy,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried anchovy and walnut,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried anchovy and almond,Side dish_stir_fried_sub,Sub side dish,
stir-fried anchovy with perilla leaves,Side dish_stir_fried_sub,Sub side dish,
stir-fried perilla leaf and perilla seed,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried anchovy and paprika,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried dried pollack and almond,Side dish_stir_fried_sub,Sub side dish,
stir-fried dried pollack,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried seaweed,Side dish_stir_fried_sub,Sub side dish,
stir-fried seaweed stem and vegetables,Side dish_stir_fried_sub,Sub side dish,
stir-fried seaweed stem and carrot,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried seaweed stem,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried seaweed stem and soft crab,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried broccoli and nuts,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried broccoli and vegetables,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried broccoli and shrimp,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried broccoli and mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried broccoli,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried broccoli and garlic,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried broccoli with butter,Side dish_stir_fried_sub,Sub side dish,
stir-fried corn in tomato sauce,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried Saesongyi mushroom,Side dish_stir_fried_sub,Sub side dish,
stir-fried mini-Saesongyi mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried mini-Saesongyi mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried dried shrimp and zucchini with vegetables,Side dish_stir_fried_sub,Sub side dish,
stir-fried shrimp and zucchini,Side dish_stir_fried_sub,Sub side dish,
stir-fried potato and vegetables,Side dish_stir_fried_sub,Sub side dish,
stir-fried three-color potato,Side dish_stir_fried_sub,Sub side dish,
stir-fried potato and spinach,Side dish_stir_fried_sub,Sub side dish,
stir-fried baby anchovy and almond,Side dish_stir_fried_sub,Sub side dish,
stir-fried zucchini and vegetables,Side dish_stir_fried_sub,Sub side dish,
stir-fried zucchini and salted shrimp,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried zucchini and carrot,Side dish_stir_fried_sub,Sub side dish,
stir-fried zucchini,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried zucchini with bean powder,Side dish_stir_fried_sub,Sub side dish,
stir-fried summer radish,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried cucumber,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried cucumber and perilla seed,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried burdock,Side dish_stir_fried_sub,Sub side dish,
stir-fried paprika and glass noodles,Side dish_stir_fried_sub,Sub side dish,
stir-fried stem of garlic and glass noodles,Side dish_stir_fried_sub,Sub side dish,
stir-fried stem of paprika and glass noodlee,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried burdock and glass noodles,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried baby anchovy in yuzu marinade,Side dish_stir_fried_sub,Sub side dish,
stir-fried anchovy and nuts,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried baby anchovy and almond,Side dish_stir_fried_sub,Sub side dish,
stir-fried spring parsley,Side dish_stir_fried_sub,Sub side dish,
stir-fried cabbage,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried tuna and vegetables,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried tuna and zucchini,Side dish_stir_fried_sub,Sub side dish,
stir-fried tuna and onion,Side dish_stir_fried_sub,Sub side dish,
stir-fried tuna and paprika,Side dish_stir_fried_sub,Sub side dish,
stir-fried chwinamul,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried groundsel,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried thistle,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried paprika,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried winter mushroom and glass noodles,Side dish_stir_fried_sub,Sub side dish,
stir-fried anchovy and garlic flakes,Side dish_stir_fried_sub,Sub side dish,
stir-fried Pyogo mushroom and carrot,Side dish_stir_fried_sub,Sub side dish,
stir-fried Pyogo mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried anchovy and chilli pepper,Side dish_stir_fried_sub,Sub side dish,
stir-fried vegetables and glass noodles,Side dish_stir_fried_sub,Sub side dish,
stir-fried potato,Side dish_stir_fried_sub,Sub side dish,
stir-fried potato and dried persimmon,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried potato and dried persimmon,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried mushroom,Side dish_stir_fried_sub,Sub side dish,
stir-fried garlic stem,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried garlic stem and walnut,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried seaweed stem and chilli pepper,Side dish_stir_fried_sub,Sub side dish,
stir-fried zucchini and onion,Side dish_stir_fried_sub,Sub side dish,
stir-fried dried shrimp,Side dish_stir_fried_sub,Sub side dish,
stir-fried potato and fried fish paste,Side dish_stir_fried_sub,Sub side dish,
stir-fried sweet potato stem,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
salted seaweed,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried oyster mushroom and carrot,Side dish_stir_fried_sub,Sub side dish,
stir-fried seaweed and dried pollack,Side dish_stir_fried_sub,Sub side dish,
stir-fried bellflower root,Side dish_stir_fried_sub,Sub side dish,
stir-fried shrimp and bokchoy,Side dish_stir_fried_sub,Sub side dish,
stir-fried zucchini and dried shrimp,Side dish_stir_fried_sub,Sub side dish,
stir-fried zucchini and mushroom,Side dish_stir_fried_sub,Sub side dish,
stir-fried dried cuttlefish,Side dish_stir_fried_sub,Sub side dish,
stir-fried bokchoy,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried dried chwinamul,Side dish_stir_fried_sub,Sub side dish,
stir-fried bean sprout and glass noodles,Side dish_stir_fried_sub,Sub side dish,
stir-fried winter mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch
stir-fried Yangsongyi mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried Yangsongyi mushroom,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried muchroom,Side dish_stir_fried_sub,Sub side dish,Dinner
stir-fried Pyogo mushroom in soy sauce,Side dish_stir_fried_sub,Sub side dish,
stir-fried paprika and bamboo shoot,Side dish_stir_fried_sub,Sub side dish,
stir-fried seaweed platter,Side dish_stir_fried_sub,Sub side dish,
stir-fried perilla leaf,Side dish_stir_fried_sub,Sub side dish,Lunch or dinner
stir-fried vegetables and ham,Side dish_stir_fried_any,Main-sub side dish,Dinner
potato gratin,Side dish_stir_fried_any,Main-sub side dish,
stir-fried tuna and potato,Side dish_stir_fried_any,Main-sub side dish,Dinner
stir-fried tuna and paprika,Side dish_stir_fried_any,Main-sub side dish,Lunch or dinner
tteokbokki (stir-fried rice cake),Side dish_stir_fried_any,Main-sub side dish,
rice cake mash,Side dish_stir_fried_any,Main-sub side dish,
royal-style tteokbokki (stir-fried rice cake),Side dish_stir_fried_any,Main-sub side dish,Lunch or dinner
stir-fried vegetables and eggs,Side dish_stir_fried_any,Main-sub side dish,
stir-fried pork with glass noodles,Side dish_stir_fried_any,Main-sub side dish,Lunch or dinner
stir-fried pork and winter celery with glass noodles,Side dish_stir_fried_any,Main-sub side dish,Lunch
stir-fried pork and chive with glass noodles,Side dish_stir_fried_any,Main-sub side dish,Dinner
stir-fried pork and burdock with glass noodles,Side dish_stir_fried_any,Main-sub side dish,Lunch
bacon cream tteokbokki (stir-fried rice cake),Side dish_stir_fried_any,Main-sub side dish,
cream tteokbokki (stir-fried rice cake),Side dish_stir_fried_any,Main-sub side dish,
black soy tteokbokki (stir-fried rice cake),Side dish_stir_fried_any,Main-sub side dish,Dinner
stir-fried broccoli and eggs,Side dish_stir_fried_any,Main-sub side dish,Lunch
stir-fried mushroom and eggs,Side dish_stir_fried_any,Main-sub side dish,Dinner
stir-fried bacon and potato,Side dish_stir_fried_any,Main-sub side dish,
stir-fried bacon and sweet potato,Side dish_stir_fried_any,Main-sub side dish,
stir-fried bacon and potato,Side dish_stir_fried_any,Main-sub side dish,
stir-fried bacon and zucchini,Side dish_stir_fried_any,Main-sub side dish,
stir-fried bacon and vegetables,Side dish_stir_fried_any,Main-sub side dish,
stir-fried bacon and paprika,Side dish_stir_fried_any,Main-sub side dish,
stir-fried bacon and winter mushroom,Side dish_stir_fried_any,Main-sub side dish,
stir-fried quail eggs and broccoli,Side dish_stir_fried_any,Main-sub side dish,Lunch or dinner
stir-fried quail eggs and paprika,Side dish_stir_fried_any,Main-sub side dish,Lunch
stir-fried sausage and bellflower root,Side dish_stir_fried_any,Main-sub side dish,
stir-fried sausage,Side dish_stir_fried_any,Main-sub side dish,
stir-fried sausage and vegetables,Side dish_stir_fried_any,Main-sub side dish,
stir-fried sausage and paprika,Side dish_stir_fried_any,Main-sub side dish,
stir-fried sausage and tomato,Side dish_stir_fried_any,Main-sub side dish,
stir-fried anchovy and Saesongyi mushroom,Side dish_stir_fried_any,Main-sub side dish,
stir-fried anchovy and peanut,Side dish_stir_fried_any,Main-sub side dish,Lunch
stir-fried anchovy and paprika,Side dish_stir_fried_any,Main-sub side dish,Dinner
