아침밥/일품,아침국,아침반찬1,아침반찬2,아침김치,오전간식1,오전간식2,점심밥/일품,점심국,점심반찬1,점심반찬2,점심김치,오후간식1,오후간식2,저녁밥/일품,저녁국,저녁반찬1,저녁반찬2,저녁김치,총점
소고기김주먹밥,미소국,토마토달걀볶음,수박샐러드,깍두기,S복숭아,S수제바나나우유,옥수수밥,바지락국,주꾸미채소간장볶음,고구마순된장무침,총각 김치,S찐빵,S쌀음료,찹쌀밥,맑은육개장,돈육짜장볶음,오이나물,나박 김치,5
팥밥(30),감자미역국,팽이버섯나물,닭가슴살데리야끼조림,비트초절이,S우유(100ml),S건포도감자볼,찹쌀밥(추가),만두국,건새우애호박볶음,어묵채소전,열무 김치,S미숫가루,S쇠고기옥수수죽,일본식쇠고기덮밥(규동),애호박두부젓국,도라지무침,감자채피망볶음,오이 피클,1
팥밥(30),감자미역국,감자채피망볶음,도라지무침,비트초절이,S쇠고기옥수수죽,S우유(100ml),찹쌀밥(추가),만두국,닭가슴살데리야끼조림,팽이버섯나물,열무 김치,S건포도감자볼,S미숫가루,일본식쇠고기덮밥(규동),애호박두부젓국,어묵채소전,건새우애호박볶음,오이 피클,5
팥밥,버섯부추국,감자채피망볶음,진미채초무침,깍두기,empty,S우유(150ml),찹쌀밥,만두국,닭가슴살데리야끼조림,팽이버섯나물,열무 김치,S건포도감자볼,S미숫가루,일본식쇠고기덮밥(규동),팽이장국,어묵채소전,건새우애호박볶음,오이 피클,5
팥밥,감자미역국,돈육콩나물찜,배추나물,나박 김치,S오렌지,S우유(100ml),찹쌀밥,버섯샤브샤브,닭가슴살데리야끼조림,삼색나물,열무 김치,empty,S미숫가루,일본식쇠고기덮밥(규동),미니우동,어묵채소전,사과샐러드(마요네즈),오이 피클,5
찹쌀밥,느타리버섯맑은국,애호박볶음,애호박나물,깍두기,S연두부샐러드(오리엔탈드레싱),S찐고구마,옥수수밥(30),조갯살아욱국,고구마순된장무침,깻잎감자전,나박 김치,S호두우유,S단호박식혜,소고기김주먹밥,느타리버섯국,매콤콩나물무침,파프리카초무침,총각 김치,1
소고기김주먹밥,느타리버섯국,파프리카초무침,애호박나물,깍두기,S연두부샐러드(오리엔탈드레싱),S단호박식혜,옥수수밥(30),조갯살아욱국,깻잎감자전,애호박볶음,나박 김치,S찐고구마,S호두우유,찹쌀밥,느타리버섯맑은국,매콤콩나물무침,고구마순된장무침,총각 김치,2
소고기김주먹밥,맑은장국,고구마샐러드,empty,콜라비나박김치,S삶은달걀,S오렌지주스,옥수수밥,모시조갯국,돼지고기찜,미나리무침,나박 김치,S토마토,S호두우유,찹쌀밥,연두부청경채새우탕,돼지고기볶음,고구마순된장무침,총각 김치,5
소고기김주먹밥,당근스프,참치달걀말이,파프리카초무침,깍두기,empty,S단호박식혜,옥수수밥,조갯살아욱국,돈육달걀장조림,깻잎감자전,나박 김치,S찐고구마,S우유(100ml),찹쌀밥,단호박김칫국,쇠불고기,톳나물무침,총각 김치,5
밤콩밥,애호박맑은국,우엉채어묵조림,채소크로켓,백김치,S우유(100ml),S온도토리묵밥,수수밥(30),조랭이미역국,도라지나물,느타리버섯나물,오이소박이김치,S참외샐러드,S쌀음료,쇠고기가지덮밥,애호박두부젓국찌개,건새우애호박볶음,브로콜리나물,비트초절이,1
수수밥(30),애호박두부젓국찌개,우엉채어묵조림,브로콜리나물,백김치,S온도토리묵밥,S우유(100ml),쇠고기가지덮밥,애호박맑은국,도라지나물,느타리버섯나물,비트초절이,S참외샐러드,S쌀음료,밤콩밥,조랭이미역국,채소크로켓,건새우애호박볶음,오이소박이김치,3
수수밥,새우젓국찌개,우엉채어묵조림,브로콜리나물,백김치,S딸기쨈식빵,S우유(150ml),쇠고기가지덮밥,쇠고기팽이버섯국,empty,유자청두부샐러드,비트초절이,S참외샐러드,S쌀음료,밤콩밥,안매운순두부찌개,고추장불고기,건새우애호박볶음,오이소박이김치,5
수수밥,애호박두부젓국찌개,우엉채어묵조림,브로콜리나물,백김치,S(우유제외)수박화채,empty,쇠고기가지덮밥,부추맑은국,고구마튀김,토마토어린잎샐러드,비트초절이,S호두,S우유(150ml),밤콩밥,조랭이미역국,훈제오리구이+무쌈,콩나물무침,오이소박이김치,5
일본식쇠고기덮밥(규동),순두부백탕,상추배생채,애호박나물,열무 김치,S레몬주스,S단호박크림리조또,완두콩밥(40),미니유부우동,애호박볶음,양배추마요무침,나박 김치,S고구마쉐이크,S감자샐러드,찹쌀밥,모듬어묵장국,감자채피망볶음,empty,단무지무침,1
완두콩밥(40),순두부백탕,애호박나물,상추배생채,열무 김치,S감자샐러드,S고구마쉐이크,찹쌀밥,모듬어묵장국,empty,애호박볶음,나박 김치,S단호박크림리조또,S레몬주스,일본식쇠고기덮밥(규동),미니유부우동,감자채피망볶음,양배추마요무침,단무지무침,3
완두콩밥,순두부백탕,브로콜리달걀찜,상추배생채,열무 김치,S감자샐러드,S우유(100ml),찹쌀밥,모듬어묵장국,새우살크림소스볶음,바나나사과키위샐러드,나박 김치,S치즈케이크,S레몬주스,일본식쇠고기덮밥(규동),미니유부우동,삼색감자채볶음,양배추마요무침,비트초절이,5
완두콩밥,순두부백탕,돼지고기떡갈비구이,상추배생채,열무 김치,S버터감자구이,S레몬주스,찹쌀밥,모듬어묵장국,닭찜,애호박볶음,나박 김치,S딸기,S우유(150ml),일본식쇠고기덮밥(규동),미니유부우동,감자채피망볶음,양배추마요무침,단무지무침,5
율무밥,브로콜리스프,주꾸미채소간장볶음,가지구이,열무 물김치,S수제바나나우유,S멸치죽,옥수수밥(30),두부전골,배무생채,고구마순된장무침,총각 김치,S키위(100g),S단호박식혜,돈육양배추덮밥,콩나물육개장,깻잎나물,가지양념찜,깍두기,1
옥수수밥(30),콩나물육개장,가지구이,깻잎나물,총각 김치,S멸치죽,S단호박식혜,돈육양배추덮밥,브로콜리스프,고구마순된장무침,배무생채,열무 물김치,S키위(100g),S수제바나나우유,율무밥,두부전골,주꾸미채소간장볶음,가지양념찜,깍두기,4
옥수수밥,콩나물육개장,오징어계란장조림,도토리묵김무침,총각 김치,empty,S우유미숫가루,돈육양배추덮밥,브로콜리스프,고구마순된장무침,배무생채,열무 물김치,S키위(100g),S수제바나나우유,율무밥,두부전골,주꾸미채소간장볶음,가지양념찜,깍두기,5
옥수수밥,콩나물육개장,돈육간장불고기,깻잎나물,총각 김치,S멸치깡,S식혜,돈육양배추덮밥,브로콜리스프,춘권튀김,배무생채,열무 물김치,S키위(100g),S떠먹는요구르트(100ml),율무밥,두부전골,주꾸미채소간장볶음,가지양념찜,깍두기,5
백김치볶음밥,미역만두국,우엉채곤약조림,양념가지찜,오이 피클,S오미자아이스크림,S우유(100ml),찹쌀밥,미니유부우동,연근채소전,애호박나물,비트초절이,S소고기감자죽,S연두부샐러드(오리엔탈드레싱),밤콩밥(30),팥죽,매콤콩나물무침,empty,열무 김치,1
밤콩밥(30),미역만두국,우엉채곤약조림,매콤콩나물무침,비트초절이,S소고기감자죽,S우유(100ml),백김치볶음밥,미니유부우동,연근채소전,애호박나물,오이 피클,S연두부샐러드(오리엔탈드레싱),S오미자아이스크림,찹쌀밥,팥죽,empty,양념가지찜,열무 김치,2
밤콩밥(40),김치콩나물국,달걀장조림,매콤콩나물무침,비트초절이,empty,S수제블루베리우유,백김치볶음밥,맑은장국,연근채소전,메추리알마요네즈샐러드,오이 피클,empty,S오미자아이스크림,찹쌀밥,팥죽,대구살쑥갓전,양념가지찜,열무 김치,5
밤콩밥,단호박무국,돈육양송이장조림,김구이,나박 김치,empty,S우유(100ml),백김치볶음밥,미니유부우동,연근채소전,양배추오이샐러드,오이 피클,empty,S오미자아이스크림,찹쌀밥,팥죽,부추참치전,연근유자청무침,열무 김치,5
옥수수밥(30),차돌박이된장국,콩자반,팽이버섯부추나물,열무 물김치,S건포도감자볼,S쇠고기양파죽,율무밥,온청포묵국,무말랭이,애호박볶음,깻잎김치,S복숭아호두스무디,S쌀음료,쇠고기카레라이스,맑은가쓰오부시장국,가지양념무침,고구마순된장무침,나박 김치,1
옥수수밥(30),온청포묵국,가지양념무침,팽이버섯부추나물,열무 물김치,S쇠고기양파죽,S쌀음료,쇠고기카레라이스,맑은가쓰오부시장국,애호박볶음,무말랭이,나박 김치,S건포도감자볼,S복숭아호두스무디,율무밥,차돌박이된장국,고구마순된장무침,콩자반,깻잎김치,3
옥수수밥,온청포묵국,달걀후라이,팽이버섯부추나물,열무 물김치,S쇠고기양파죽,S쌀음료,쇠고기카레라이스,맑은가쓰오부시장국,애호박볶음,무말랭이,나박 김치,S건포도감자볼,S우유(100ml),율무밥,차돌박이된장국,새우파프리카볶음,청경채나물,깻잎김치,5
옥수수밥,온청포묵국,삼치데리야끼구이,팽이버섯부추나물,열무 물김치,S치즈,S망고주스,쇠고기카레라이스,맑은가쓰오부시장국,새우춘권튀김,고구마샐러드,나박 김치,empty,S복숭아호두스무디,율무밥,차돌박이된장국,단호박찜닭,콩자반,깻잎김치,5
찹쌀밥,두부전골,파래자반,가지양념찜,백김치,S크림소스스파게티,S감자샐러드,팥밥(30),맑은꽃게탕,배무생채,김치녹두전,깍두기,S우유(200ml),S식혜,돈육양배추덮밥,팽이버섯맑은국,주꾸미채소간장볶음,매콤콩나물무침,단무지무침,1
팥밥(30),두부전골,가지양념찜,매콤콩나물무침,깍두기,S감자샐러드,S우유(200ml),돈육양배추덮밥,팽이버섯맑은국,김치녹두전,배무생채,단무지무침,S크림소스스파게티,S식혜,찹쌀밥,맑은꽃게탕,주꾸미채소간장볶음,파래자반,백김치,3
팥밥,두부전골,두부조림,매콤콩나물무침,깍두기,S모닝빵,S우유(200ml),돈육양배추덮밥,팽이버섯맑은국,김치녹두전,배무생채,단무지무침,empty,S오렌지주스,찹쌀밥,맑은꽃게탕,주꾸미채소간장볶음,파래자반,백김치,5
팥밥,들깨표고국,두부데리야끼구이,매콤콩나물무침,깍두기,S감자샐러드,S우유(200ml),돈육양배추덮밥,팽이버섯맑은국,김치녹두전,배무생채,단무지무침,S포도,S식혜,찹쌀밥,맑은꽃게탕,주꾸미채소간장볶음,파래자반,백김치,5
옥수수밥(30),들깨뭇국,오리훈제채소구이,느타리버섯나물,총각 김치,S고구마쉐이크,S쌀음료,찹쌀밥(추가),느타리버섯국,고구마순된장무침,가지구이,나박 김치,S건포도감자볼,S캐슈넛참깨죽,완두콩짜장밥,만두닭개장,콘달걀찜,empty,단배추물김치,1
완두콩짜장밥,느타리버섯국,콘달걀찜,느타리버섯나물,단배추물김치,S캐슈넛참깨죽,S쌀음료,옥수수밥(30),들깨뭇국,오리훈제채소구이,고구마순된장무침,총각 김치,S건포도감자볼,S고구마쉐이크,찹쌀밥(추가),만두닭개장,empty,가지구이,나박 김치,2
오므라이스,느타리버섯국,달걀찜,느타리버섯나물,단배추물김치,S땅콩,S우유(150ml),옥수수밥,들깨뭇국,오리훈제채소구이,고구마순된장무침,총각 김치,S귤,S고구마쉐이크,찹쌀밥,김치유부맑은국,소고기버섯볶음,가지구이,나박 김치,5
완두콩짜장밥,부추맑은국,콘달걀찜,고구마샐러드,단배추물김치,S거봉,S쌀음료,옥수수밥,들깨뭇국,오리훈제채소구이,양배추오이샐러드,총각 김치,S청포도,S떠먹는요구르트(100ml),찹쌀밥,만두닭개장,유자소스가자미구이,연근조림,나박 김치,5
밤콩밥(30),버섯채소전골,배무생채,우엉채곤약조림,비트초절이,S쇠고기미역죽,S단호박식혜,일본식쇠고기덮밥(규동),애호박젓국찌개,파프리카유자청무침,매콤콩나물무침,열무 물김치,S연두부샐러드(오리엔탈드레싱),S복숭아호두스무디,찹쌀밥,미역만두국,진미채무말랭이무침,empty,열무 김치,1
밤콩밥(30),미역만두국,우엉채곤약조림,파프리카유자청무침,열무 물김치,S쇠고기미역죽,S단호박식혜,일본식쇠고기덮밥(규동),애호박젓국찌개,진미채무말랭이무침,배무생채,비트초절이,S연두부샐러드(오리엔탈드레싱),S복숭아호두스무디,찹쌀밥,버섯채소전골,empty,매콤콩나물무침,열무 김치,3
밤콩밥,(쇠고기제외)당면양배춧국,쇠고기사태장조림,파프리카유자청무침,열무 물김치,S토마토,S우유(100ml),일본식쇠고기덮밥(규동),크림스프,미니새송이볶음,채소샐러드(발사믹드레싱),비트초절이,empty,S복숭아호두스무디,찹쌀밥,버섯채소전골,닭살표고버섯볶음,매콤콩나물무침,열무 김치,5
밤콩밥,두부미역국,닭다리케찹조림,파프리카유자청무침,열무 물김치,S토마토,S식혜,일본식쇠고기덮밥(규동),미니어묵우동,감자치즈전,양배추샐러드,비트초절이,empty,S복숭아호두스무디,찹쌀밥,버섯채소전골,돈육찹쌀구이,매콤콩나물무침,열무 김치,5
돈육양배추덮밥,감자호박국,얼갈이배추겉절이,오이볶음,얼갈이배추 김치,S단팥죽,S우유미숫가루,밤콩밥,감자채맑은국,닭가슴살간장조림,모듬견과조림,깍두기,S건포도감자볼,S쌀음료,밤콩밥(40),콩나물국,메추리알곤약조림,닭안심사과볶음,총각 김치,1
밤콩밥(40),콩나물국,메추리알곤약조림,오이볶음,얼갈이배추 김치,S단팥죽,S우유미숫가루,돈육양배추덮밥,감자채맑은국,닭가슴살간장조림,모듬견과조림,깍두기,S건포도감자볼,S쌀음료,밤콩밥,감자호박국,닭안심사과볶음,얼갈이배추겉절이,총각 김치,4
밤콩밥,콩나물국,닭가슴살간장조림,오이볶음,얼갈이배추 김치,empty,S우유미숫가루,돈육양배추덮밥,감자채맑은국,메추리알곤약조림,모듬견과조림,깍두기,S방울토마토(70g),S쌀음료,밤콩밥,감자호박국,닭안심사과볶음,얼갈이배추겉절이,총각 김치,5
밤콩밥,콩나물국,쇠고기사태장조림,오이볶음,얼갈이배추 김치,S호떡,S우유미숫가루,돈육양배추덮밥,감자채맑은국,미니돈까스,모듬견과조림,깍두기,S수박화채,empty,밤콩밥,감자호박국,닭안심사과볶음,얼갈이배추겉절이,총각 김치,5
쇠고기가지덮밥,만두국,팽이버섯나물,우엉채곤약조림,비트초절이,S토마토주스,S참외샐러드,수수밥(30),모듬버섯찌개,채소크로켓,해물김치전,동치미,S소고기우엉죽,S수제바나나우유,찹쌀밥(추가),애호박맑은국,건새우애호박볶음,애호박건새우볶음,열무 물김치,1
